titulo,colacion,fecha,promedio,promedio_lineal
Bioingeniero,57,2020-12-18,6.71,7.14
Bioingeniero,57,2020-12-18,7.25,7.53
Ingeniero Industrial,57,2020-12-17,6.55,6.87
Ingeniero en Petróleo,57,2020-12-17,7.51,7.47
Lic.en Administración y Sistemas,57,2020-12-17,7.86,7.86
Ingeniero en Informática,57,2020-12-17,6.05,6.71
Ingeniero en Petróleo,57,2020-12-17,6.7,6.98
Ingeniero en Petróleo,57,2020-12-17,6.42,6.82
Ingeniero en Informática,57,2020-12-16,8.45,8.56
Ingeniero en Informática,57,2020-12-16,6.14,6.51
Ingeniero en Informática,57,2020-12-16,6.35,6.93
Ingeniero Químico,57,2020-12-16,8.85,8.83
Lic.en Administración y Sistemas,57,2020-12-16,7.39,7.38
Lic.en Administración y Sistemas,57,2020-12-16,7.32,7.32
Lic.en Administración y Sistemas,57,2020-12-16,7.73,7.79
Lic.en Administración y Sistemas,57,2020-12-16,7.42,7.57
Lic.en Administración y Sistemas,57,2020-12-16,8.04,8.19
Ingeniero Industrial,57,2020-12-16,6.07,6.69
Ingeniero Industrial,57,2020-12-16,5.82,6.5
Ingeniero en Informática,57,2020-12-16,6.5,6.93
Bioingeniero,57,2020-12-16,7.22,7.24
Ingeniero Industrial,57,2020-12-16,6.61,6.88
Ingeniero en Petróleo,57,2020-12-15,6.68,7.3
Ingeniero Industrial,57,2020-12-15,5.54,6.36
Lic.en Administración y Sistemas,57,2020-12-15,6.31,6.46
Lic.en Administración y Sistemas,57,2020-12-15,8.9,8.87
Lic.en Administración y Sistemas,57,2020-12-15,8.76,8.73
Lic.en Administración y Sistemas,57,2020-12-15,6.53,6.57
Ingeniero Químico,57,2020-12-15,6.92,7.01
Ingeniero Electrónico,57,2020-12-15,6.26,6.45
Ingeniero Electrónico,57,2020-12-15,5.76,6.23
Ingeniero Electrónico,57,2020-12-15,6.5,6.62
Ingeniero Industrial,57,2020-12-14,6.36,7.05
Ingeniero en Informática,57,2020-12-14,6.13,6.6
Ingeniero Industrial,57,2020-12-14,8.49,8.56
Ingeniero Industrial,57,2020-12-14,7.68,7.85
Ingeniero Industrial,57,2020-12-14,7.43,7.6
Bioingeniero,57,2020-12-14,7.49,7.7
Bioingeniero,57,2020-12-14,8.78,8.74
Ingeniero en Petróleo,57,2020-12-12,6.11,6.46
Ingeniero Industrial,57,2020-12-11,6.59,7.05
Lic.en Administración y Sistemas,57,2020-12-11,6.21,6.36
Ingeniero en Informática,57,2020-12-11,7.13,7.2
Ingeniero Mecánico,57,2020-12-11,6,6.57
Bioingeniero,57,2020-12-11,7.51,7.72
Ingeniero Industrial,57,2020-12-10,8.2,8.34
Lic.en Administración y Sistemas,57,2020-12-10,8.23,8.33
Lic.en Administración y Sistemas,57,2020-12-10,7.84,7.92
Lic.en Administración y Sistemas,57,2020-12-10,8.12,8.23
Lic.en Administración y Sistemas,57,2020-12-10,8.05,8.18
Lic.en Administración y Sistemas,57,2020-12-10,8.11,8.15
Lic.en Administración y Sistemas,57,2020-12-10,7.82,7.95
Lic.en Administración y Sistemas,57,2020-12-09,7.21,7.14
Bioingeniero,57,2020-12-09,7.72,7.88
Bioingeniero,57,2020-12-09,8.02,8.08
Ingeniero Industrial,57,2020-12-09,8.09,8.33
Bioingeniero,57,2020-12-09,8.12,8.26
Bioingeniero,57,2020-12-09,6.71,7.07
Ingeniero Industrial,57,2020-12-04,5.24,6.22
Lic.en Administración y Sistemas,57,2020-12-03,6.62,6.74
Lic.en Administración y Sistemas,57,2020-12-01,7.79,7.82
Ingeniero Industrial,57,2020-12-01,7.43,7.63
Ingeniero Industrial,57,2020-12-01,7.53,7.8
Bioingeniero,57,2020-11-30,6.8,7.03
Bioingeniero,57,2020-11-25,7.05,7.12
Ingeniero en Informática,57,2020-11-20,6.96,7.13
Ingeniero en Informática,57,2020-11-19,7.03,7.23
Ingeniero Industrial,57,2020-11-19,7.67,7.8
Ingeniero Industrial,57,2020-11-19,7.94,8.14
Ingeniero Industrial,57,2020-11-19,7.02,7.42
Ingeniero Industrial,57,2020-11-06,5.43,6.07
Ingeniero Industrial,57,2020-11-05,6.54,6.81
Ingeniero Industrial,57,2020-11-02,6.58,7.02
Ingeniero Industrial,57,2020-11-02,5.7,6.49
Ingeniero Industrial,57,2020-10-23,7.32,7.33
Ingeniero Industrial,57,2020-10-21,6.11,6.76
Bioingeniero,57,2020-10-19,7.02,7.31
Ingeniero en Informática,57,2020-10-05,5.77,6.51
Ingeniero Industrial,57,2020-10-01,5.8,6.36
Ingeniero Industrial,57,2020-10-01,7.13,7.56
Ingeniero Industrial,57,2020-10-01,7.51,7.73
Ingeniero Industrial,57,2020-10-01,6.18,6.49
Ingeniero Industrial,57,2020-10-01,6.31,7.02
Lic.en Administración y Sistemas,57,2020-10-01,7.5,7.71
Ingeniero Industrial,57,2020-10-01,7.59,7.81
Ingeniero Industrial,57,2020-10-01,6.46,6.92
Bioingeniero,56,2020-09-29,6.71,6.95
Ingeniero Industrial,57,2020-09-25,5.38,6.32
Bioingeniero,57,2020-09-22,7.76,7.83
Ingeniero en Informática,57,2020-09-16,6.79,7.1
Ingeniero Industrial,57,2020-09-11,6.84,7.03
Ingeniero Industrial,57,2020-09-10,6.52,6.78
Ingeniero en Informática,57,2020-09-10,7.13,7.4
Ingeniero Químico,58,2020-09-04,7.42,7.74
Ingeniero Químico,57,2020-09-04,6.26,6.67
Ingeniero Químico,57,2020-09-01,6.34,6.61
Ingeniero Químico,57,2020-09-01,8.22,8.26
Ingeniero en Informática,57,2020-09-01,6.95,7.06
Lic.en Administración y Sistemas,57,2020-09-01,6.46,6.54
Lic.en Administración y Sistemas,57,2020-09-01,5.8,6.42
Ingeniero Industrial,57,2020-09-01,7.03,7.45
Ingeniero Electricista,57,2020-09-01,5.17,5.92
Ingeniero Industrial,57,2020-08-31,6.78,7.21
Ingeniero Industrial,56,2020-08-31,7.4,7.79
Ingeniero Industrial,56,2020-08-31,7.29,7.53
Ingeniero Industrial,56,2020-08-31,6.02,6.64
Ingeniero Industrial,56,2020-08-31,6.65,7.31
Ingeniero Industrial,56,2020-08-24,6.73,7.05
Ingeniero en Informática,56,2020-08-24,7.56,7.75
Ingeniero Químico,56,2020-08-20,6.82,6.99
Ingeniero Químico,56,2020-08-20,7.44,7.62
Ingeniero Químico,56,2020-08-20,6.39,6.61
Ingeniero en Informática,56,2020-08-18,6.8,7.02
Bioingeniero,57,2020-08-18,7.66,7.69
Bioingeniero,57,2020-08-18,7.7,7.7
Lic.en Administración y Sistemas,56,2020-08-14,8.5,8.53
Lic.en Administración y Sistemas,56,2020-08-13,6.81,6.95
Ingeniero Electrónico,56,2020-08-12,6.03,6.09
Ingeniero Industrial,56,2020-08-12,7.48,7.79
Ingeniero Industrial,56,2020-08-12,6.93,7.02
Ingeniero Industrial,56,2020-08-10,7.37,7.62
Ingeniero en Informática,57,2020-08-10,6.32,6.71
Ingeniero Industrial,56,2020-08-10,6.02,6.49
Ingeniero Mecánico,56,2020-08-07,7.19,7.35
Ingeniero Mecánico,56,2020-08-07,6.9,7.18
Ingeniero Mecánico,56,2020-08-07,6.61,7.08
Lic.en Administración y Sistemas,56,2020-08-06,6.67,6.98
Ingeniero en Informática,56,2020-08-04,6.77,7.16
Ingeniero en Petróleo,56,2020-08-03,7.41,7.43
Ingeniero en Petróleo,56,2020-08-03,6.78,6.9
Ingeniero en Petróleo,56,2020-08-03,7.46,7.54
Ingeniero Industrial,56,2020-08-03,6.31,6.6
Ingeniero Industrial,56,2020-08-03,6.34,6.73
Ingeniero Industrial,56,2020-08-03,5.96,6.66
Ingeniero Electrónico,56,2020-08-03,5.85,6.29
Ingeniero Electrónico,56,2020-08-03,7.19,7.21
Ingeniero Electrónico,56,2020-08-03,7.01,7.11
Ingeniero Electrónico,56,2020-08-03,7.46,7.49
Ingeniero Electrónico,56,2020-08-03,7.44,7.47
Ingeniero Industrial,56,2020-08-03,6.79,7.25
Ingeniero en Informática,56,2020-07-31,7.45,7.57
Ingeniero en Informática,56,2020-07-31,7.94,8.02
Ingeniero en Informática,56,2020-07-31,8.42,8.6
Ingeniero en Informática,56,2020-07-31,8.2,8.3
Ingeniero Industrial,56,2020-07-31,6.14,6.65
Ingeniero Mecánico,56,2020-07-30,5.81,6.25
Ingeniero Electrónico,56,2020-07-29,8.02,8.02
Ingeniero Electrónico,56,2020-07-29,6.16,6.33
Ingeniero Químico,56,2020-07-28,6.99,7.01
Ingeniero Industrial,56,2020-07-27,5.94,6.52
Ingeniero Industrial,56,2020-07-27,6.14,6.43
Ingeniero Industrial,56,2020-07-27,5.82,6.33
Ingeniero Mecánico,56,2020-07-25,5.74,6.48
Ingeniero Mecánico,56,2020-07-24,6.16,6.57
Ingeniero Industrial,56,2020-07-24,6.1,6.55
Lic.en Administración y Sistemas,56,2020-07-24,5.36,5.75
Ingeniero Industrial,56,2020-07-24,5.75,6.21
Lic.en Administración y Sistemas,56,2020-07-24,7.77,7.68
Lic.en Administración y Sistemas,56,2020-07-24,7.41,7.52
Lic.en Administración y Sistemas,56,2020-07-24,7.41,7.51
Lic.en Administración y Sistemas,56,2020-07-24,8.15,8.1
Lic.en Administración y Sistemas,56,2020-07-24,7.19,7.2
Ingeniero Industrial,56,2020-07-24,6.43,6.88
Ingeniero Industrial,56,2020-07-24,6.46,7.04
Ingeniero Industrial,56,2020-07-24,7.19,7.45
Ingeniero Industrial,56,2020-07-24,7.39,7.64
Ingeniero Industrial,56,2020-07-24,6.51,6.95
Ingeniero Industrial,56,2020-07-23,7.19,7.53
Ingeniero Industrial,56,2020-07-23,6.46,6.85
Ingeniero Electricista,56,2020-07-23,6.24,6.7
Ingeniero Electricista,56,2020-07-23,6.23,6.5
Lic.en Administración y Sistemas,56,2020-07-23,8.39,8.39
Lic.en Administración y Sistemas,56,2020-07-23,6.94,7.1
Lic.en Administración y Sistemas,56,2020-07-23,8.32,8.27
Lic.en Administración y Sistemas,56,2020-07-23,7.74,7.79
Lic.en Administración y Sistemas,56,2020-07-23,7.87,7.88
Ingeniero Industrial,56,2020-07-23,5.76,6.15
Ingeniero Industrial,56,2020-07-23,6.75,7.25
Ingeniero en Informática,56,2020-07-23,8.21,8.32
Ingeniero en Informática,56,2020-07-22,7.81,8.02
Ingeniero Industrial,56,2020-07-22,6.16,6.55
Ingeniero Industrial,56,2020-07-22,8.03,8.21
Ingeniero Industrial,56,2020-07-22,7.63,7.78
Bioingeniero,56,2020-07-21,6.84,7.27
Ingeniero en Informática,56,2020-07-21,7.32,7.6
Ingeniero Electrónico,57,2020-07-20,5.59,6
Bioingeniero,56,2020-07-18,6.75,6.9
Ingeniero Industrial,56,2020-07-17,7.13,7.45
Ingeniero Mecánico,56,2020-07-17,7.34,7.4
Ingeniero Mecánico,56,2020-07-17,6.81,6.91
Ingeniero Químico,56,2020-07-17,6.88,6.93
Ingeniero Mecánico,56,2020-07-16,6.84,7.09
Ingeniero Industrial,56,2020-07-16,6.06,6.47
Lic.en Administración y Sistemas,56,2020-07-16,7.42,7.5
Ingeniero Electrónico,56,2020-07-15,6.92,7.23
Ingeniero Mecánico,56,2020-07-15,6.75,6.96
Ingeniero Electrónico,56,2020-07-15,6.09,6.51
Bioingeniero,56,2020-07-15,6.46,6.74
Ingeniero Industrial,56,2020-07-14,6.74,6.97
Lic.en Administración y Sistemas,56,2020-07-14,5.23,5.77
Ingeniero Industrial,56,2020-07-14,5.64,6.07
Ingeniero Industrial,56,2020-07-14,5.51,6.14
Ingeniero Mecánico,56,2020-07-08,7.01,7.1
Ingeniero en Petróleo,56,2020-07-08,6.3,6.62
Ingeniero en Informática,56,2020-07-03,6.62,7.05
Ingeniero Mecánico,56,2020-07-02,6.06,6.34
Ingeniero Industrial,56,2020-06-30,5.94,6.42
Ingeniero Industrial,56,2020-06-30,5.71,6.35
Ingeniero Industrial,56,2020-06-30,5.63,6.27
Ingeniero Industrial,56,2020-06-30,6.62,7.18
Ingeniero Industrial,56,2020-06-30,5.52,6.32
Ingeniero Mecánico,56,2020-06-22,6.69,6.91
Ingeniero Mecánico,56,2020-06-16,6.92,6.97
Ingeniero Mecánico,56,2020-06-15,6.15,6.41
Ingeniero Industrial,56,2020-06-04,6.14,6.37
Ingeniero en Informática,56,2020-06-01,6.67,7.07
Ingeniero Industrial,56,2020-06-01,5.62,6.07
Ingeniero Industrial,56,2020-05-30,6.18,6.49
Ingeniero Industrial,56,2020-05-30,5,6.08
Ingeniero Industrial,56,2020-05-30,7.12,7.39
Ingeniero en Informática,56,2020-05-21,6.42,6.46
Ingeniero en Petróleo,56,2020-05-18,7.4,7.61
Ingeniero Mecánico,56,2020-05-15,4.71,5.76
Ingeniero Mecánico,56,2020-05-13,5.73,6.19
Ingeniero Mecánico,56,2020-05-13,6.29,6.62
Ingeniero Mecánico,56,2020-05-12,7.16,7.3
Ingeniero en Petróleo,56,2020-05-02,7.24,7.48
Ingeniero Industrial,56,2020-04-28,5.87,6.53
Ingeniero Industrial,57,2020-04-28,5.23,6.09
Ingeniero Industrial,57,2020-04-28,6.07,6.4
Ingeniero Industrial,56,2020-04-28,6.73,6.98
Ingeniero Industrial,56,2020-04-28,5.66,6.22
Bioingeniero,56,2020-04-27,7.79,7.82
Ingeniero Electricista,56,2020-04-27,5.7,6.03
Ingeniero Industrial,56,2020-04-08,6.85,7.15
Ingeniero Químico,56,2020-04-08,6.03,6.32
Ingeniero en Informática,56,2020-04-07,8.55,8.63
Lic.en Administración y Sistemas,56,2020-03-31,6.35,6.57
Ingeniero Mecánico,56,2020-03-18,7.12,7.22
Ingeniero Mecánico,56,2020-03-18,6.71,7.1
Ingeniero Químico,56,2020-03-12,6.24,6.65
Ingeniero Industrial,56,2020-03-12,4.93,5.79
Ingeniero Industrial,56,2020-03-11,5.57,6.36
Ingeniero Industrial,56,2020-03-11,5.67,6.41
Ingeniero Industrial,56,2020-03-11,5.72,6.24
Ingeniero Industrial,56,2020-03-11,5.19,6.07
Ingeniero Industrial,56,2020-03-11,5.01,6.06
Bioingeniero,56,2020-03-11,7.47,7.54
Ingeniero Industrial,56,2020-03-04,6.99,7.08
Ingeniero Industrial,56,2020-03-04,6.89,7.31
Ingeniero Mecánico,56,2020-03-04,6.88,7.19
Ingeniero en Informática,56,2020-03-02,7.69,7.72
Ingeniero en Informática,56,2020-02-26,8.1,8.19
Ingeniero Industrial,56,2020-02-21,6.55,6.82
Ingeniero Industrial,56,2020-02-21,6.63,6.94
Ingeniero Industrial,56,2020-02-21,6.63,7
Ingeniero Industrial,56,2020-02-21,5.79,6.62
Ingeniero Industrial,56,2020-02-21,6.27,6.6
Ingeniero Industrial,56,2020-02-20,5.66,6.31
Ingeniero Industrial,56,2020-02-20,5.74,6.42
Ingeniero en Petróleo,56,2020-02-20,6.06,6.54
Ingeniero en Petróleo,56,2020-02-20,6.54,6.79
Ingeniero en Petróleo,56,2020-02-20,5.54,6.11
Lic.en Administración y Sistemas,56,2020-02-19,8.07,8.01
Ingeniero Químico,56,2020-02-17,7.61,7.85
Ingeniero Químico,56,2020-02-17,6.78,6.96
Ingeniero Industrial,56,2020-02-14,5.96,6.58
Ingeniero Químico,56,2020-02-13,6.73,6.99
Lic.en Administración y Sistemas,56,2020-02-11,6,6.17
Lic.en Administración y Sistemas,56,2020-02-10,7.18,7.23
Lic.en Administración y Sistemas,56,2020-02-10,8.48,8.44
Lic.en Administración y Sistemas,56,2020-02-10,7.65,7.61
Lic.en Administración y Sistemas,56,2020-02-10,7.57,7.58
Ingeniero Industrial,56,2020-02-10,6.69,7.09
Ingeniero Industrial,56,2020-02-10,7.76,8
Ingeniero en Informática,56,2020-02-06,6.44,6.86
Ingeniero en Informática,56,2020-02-06,9.33,9.35
Ingeniero Químico,56,2020-02-06,5.35,6.1
Ingeniero Industrial,56,2020-02-04,6.88,7
Ingeniero Industrial,56,2020-01-31,6.57,6.84
Ingeniero Industrial,56,2020-01-31,6.76,6.97
Ingeniero Industrial,56,2020-01-31,6.15,6.73
Ingeniero Industrial,56,2020-01-31,5.18,5.98
Ingeniero Industrial,56,2020-01-31,6.52,6.97
Ingeniero en Informática,56,2019-12-23,8.26,8.24
Ingeniero en Informática,56,2019-12-20,6.97,7.3
Ingeniero en Informática,56,2019-12-20,7.1,7.1
Ingeniero en Informática,56,2019-12-20,6.22,6.76
Ingeniero Industrial,56,2019-12-20,6.06,6.67
Ingeniero Industrial,56,2019-12-20,6.46,6.86
Ingeniero Industrial,56,2019-12-20,7.06,7.25
Ingeniero Industrial,56,2019-12-20,7.49,7.48
Ingeniero Industrial,56,2019-12-20,7.32,7.54
Ingeniero Industrial,56,2019-12-20,6.86,7.15
Ingeniero Industrial,56,2019-12-20,6.93,7.22
Ingeniero Industrial,56,2019-12-20,7.18,7.43
Ingeniero Industrial,56,2019-12-20,6.44,6.77
Ingeniero Industrial,56,2019-12-20,7.06,7.31
Ingeniero Industrial,56,2019-12-20,5.91,6.49
Ingeniero Industrial,56,2019-12-20,6.78,6.97
Ingeniero Industrial,56,2019-12-20,7.03,7.14
Lic.en Administración y Sistemas,56,2019-12-20,7.57,7.49
Ingeniero Químico,56,2019-12-20,8.33,8.35
Ingeniero en Informática,56,2019-12-20,7.88,7.81
Ingeniero en Informática,56,2019-12-20,7.07,6.99
Ingeniero en Informática,56,2019-12-20,8.72,8.67
Ingeniero Mecánico,56,2019-12-20,6.73,7.15
Ingeniero Mecánico,56,2019-12-19,6.12,6.58
Ingeniero Mecánico,56,2019-12-19,5.96,6.29
Ingeniero Químico,56,2019-12-19,6.92,7.26
Ingeniero Industrial,56,2019-12-19,7.58,7.67
Ingeniero Industrial,56,2019-12-19,7.23,7.59
Ingeniero Industrial,56,2019-12-19,7.33,7.6
Ingeniero Industrial,56,2019-12-19,6.55,6.86
Ingeniero Industrial,56,2019-12-19,7.13,7.29
Ingeniero Industrial,56,2019-12-19,7.06,7.28
Ingeniero Industrial,56,2019-12-19,6.84,7.15
Ingeniero Industrial,56,2019-12-19,7.28,7.62
Ingeniero Industrial,56,2019-12-19,7.78,8.14
Ingeniero Industrial,56,2019-12-19,8.79,8.92
Ingeniero Industrial,56,2019-12-19,7.55,7.59
Ingeniero Industrial,56,2019-12-19,6.62,6.94
Ingeniero Industrial,56,2019-12-19,7.73,7.99
Ingeniero Industrial,56,2019-12-19,7.49,7.73
Ingeniero Industrial,56,2019-12-19,8.28,8.54
Ingeniero Industrial,56,2019-12-19,6.42,6.98
Ingeniero Industrial,56,2019-12-19,4.95,5.47
Ingeniero Industrial,56,2019-12-19,7.74,7.8
Ingeniero Industrial,56,2019-12-19,6.7,6.95
Ingeniero Industrial,56,2019-12-19,7.36,7.8
Ingeniero Industrial,56,2019-12-19,5.92,6.32
Ingeniero Industrial,56,2019-12-19,7.36,7.7
Ingeniero Industrial,56,2019-12-19,7.37,7.63
Ingeniero Industrial,56,2019-12-18,6.09,6.78
Bioingeniero,56,2019-12-18,6.73,6.98
Bioingeniero,56,2019-12-18,7.6,7.82
Ingeniero Industrial,56,2019-12-18,6.27,6.88
Lic.en Administración y Sistemas,56,2019-12-18,7.92,7.9
Lic.en Administración y Sistemas,56,2019-12-18,6.84,6.91
